first,last,party,id,votes,avotes,electoral,winner,incumbent,percent,state,fips,rating
Donald,Trump,GOP,8639,37839,28640,,,True,0.7406,GA,13297,toss-up
Joe,Biden,Dem,1036,12683,10538,16.0,X,,0.2482,GA,13297,toss-up
Jo,Jorgensen,Lib,67957,571,346,,,,0.0112,GA,13297,toss-up
Donald,Trump,GOP,8639,9903,7306,,,True,0.6979,GA,13299,toss-up
Joe,Biden,Dem,1036,4169,3580,16.0,X,,0.2938,GA,13299,toss-up
Jo,Jorgensen,Lib,67957,117,70,,,,0.0082,GA,13299,toss-up
Joe,Biden,Dem,1036,1468,1171,16.0,X,,0.554,GA,13301,toss-up
Donald,Trump,GOP,8639,1166,976,,,True,0.44,GA,13301,toss-up
Jo,Jorgensen,Lib,67957,16,10,,,,0.006,GA,13301,toss-up
Joe,Biden,Dem,1036,4743,3667,16.0,X,,0.5005,GA,13303,toss-up
Donald,Trump,GOP,8639,4668,3182,,,True,0.4926,GA,13303,toss-up
Jo,Jorgensen,Lib,67957,66,41,,,,0.007,GA,13303,toss-up
Donald,Trump,GOP,8639,9987,7485,,,True,0.7815,GA,13305,toss-up
Joe,Biden,Dem,1036,2688,2226,16.0,X,,0.2103,GA,13305,toss-up
Jo,Jorgensen,Lib,67957,104,69,,,,0.0081,GA,13305,toss-up
Donald,Trump,GOP,8639,748,609,,,True,0.5377,GA,13307,toss-up
Joe,Biden,Dem,1036,640,498,16.0,X,,0.4601,GA,13307,toss-up
Jo,Jorgensen,Lib,67957,3,3,,,,0.0022,GA,13307,toss-up
Donald,Trump,GOP,8639,1583,1145,,,True,0.6928,GA,13309,toss-up
Joe,Biden,Dem,1036,689,492,16.0,X,,0.3015,GA,13309,toss-up
Jo,Jorgensen,Lib,67957,13,8,,,,0.0057,GA,13309,toss-up
Donald,Trump,GOP,8639,12222,8768,,,True,0.8249,GA,13311,toss-up
Joe,Biden,Dem,1036,2411,2039,16.0,X,,0.1627,GA,13311,toss-up
Jo,Jorgensen,Lib,67957,183,103,,,,0.0124,GA,13311,toss-up
Donald,Trump,GOP,8639,25644,16628,,,True,0.6975,GA,13313,toss-up
Joe,Biden,Dem,1036,10680,7836,16.0,X,,0.2905,GA,13313,toss-up
Jo,Jorgensen,Lib,67957,442,246,,,,0.012,GA,13313,toss-up
Donald,Trump,GOP,8639,2402,1659,,,True,0.7325,GA,13315,toss-up
Joe,Biden,Dem,1036,861,576,16.0,X,,0.2626,GA,13315,toss-up
Jo,Jorgensen,Lib,67957,16,8,,,,0.0049,GA,13315,toss-up
Donald,Trump,GOP,8639,2823,2116,,,True,0.5612,GA,13317,toss-up
Joe,Biden,Dem,1036,2160,1652,16.0,X,,0.4294,GA,13317,toss-up
Jo,Jorgensen,Lib,67957,47,31,,,,0.0093,GA,13317,toss-up
Donald,Trump,GOP,8639,2665,1369,,,True,0.5587,GA,13319,toss-up
Joe,Biden,Dem,1036,2074,1543,16.0,X,,0.4348,GA,13319,toss-up
Jo,Jorgensen,Lib,67957,31,14,,,,0.0065,GA,13319,toss-up
Donald,Trump,GOP,8639,6830,4051,,,True,0.7356,GA,13321,toss-up
Joe,Biden,Dem,1036,2395,1814,16.0,X,,0.2579,GA,13321,toss-up
Jo,Jorgensen,Lib,67957,60,38,,,,0.0065,GA,13321,toss-up
Joe,Biden,Dem,1036,58731,0,4.0,X,,0.6688,HI,15001,likely-d
Donald,Trump,GOP,8639,26897,0,,,True,0.3063,HI,15001,likely-d
Jo,Jorgensen,Lib,67957,1027,0,,,,0.0117,HI,15001,likely-d
Howie,Hawkins,Grn,32916,805,0,,,,0.0092,HI,15001,likely-d
Brock,Pierce,SHP,69341,220,0,,,,0.0025,HI,15001,likely-d
Don,Blankenship,CST,66288,134,0,,,,0.0015,HI,15001,likely-d
Joe,Biden,Dem,1036,238869,0,4.0,X,,0.6251,HI,15003,likely-d
Donald,Trump,GOP,8639,136259,0,,,True,0.3566,HI,15003,likely-d
Jo,Jorgensen,Lib,67957,3437,0,,,,0.009,HI,15003,likely-d
Howie,Hawkins,Grn,32916,2178,0,,,,0.0057,HI,15003,likely-d
Brock,Pierce,SHP,69341,741,0,,,,0.0019,HI,15003,likely-d
Don,Blankenship,CST,66288,630,0,,,,0.0016,HI,15003,likely-d
Joe,Biden,Dem,1036,21225,0,4.0,X,,0.6336,HI,15007,likely-d
Donald,Trump,GOP,8639,11582,0,,,True,0.3458,HI,15007,likely-d
Jo,Jorgensen,Lib,67957,303,0,,,,0.009,HI,15007,likely-d
Howie,Hawkins,Grn,32916,254,0,,,,0.0076,HI,15007,likely-d
Brock,Pierce,SHP,69341,77,0,,,,0.0023,HI,15007,likely-d
Don,Blankenship,CST,66288,56,0,,,,0.0017,HI,15007,likely-d
Joe,Biden,Dem,1036,47305,0,4.0,X,,0.6659,HI,15009,likely-d
Donald,Trump,GOP,8639,22126,0,,,True,0.3114,HI,15009,likely-d
Jo,Jorgensen,Lib,67957,772,0,,,,0.0109,HI,15009,likely-d
Howie,Hawkins,Grn,32916,585,0,,,,0.0082,HI,15009,likely-d
Brock,Pierce,SHP,69341,145,0,,,,0.002,HI,15009,likely-d
Don,Blankenship,CST,66288,111,0,,,,0.0016,HI,15009,likely-d
Donald,Trump,GOP,8639,130699,74143,4.0,X,True,0.5039,ID,16001,likely-r
Joe,Biden,Dem,1036,120539,97473,,,,0.4647,ID,16001,likely-r
Jo,Jorgensen,Lib,67957,5310,2816,,,,0.0205,ID,16001,likely-r
Kanye,West,Ind,69343,1172,592,,,,0.0045,ID,16001,likely-r
Brock,Pierce,Ind,69341,875,495,,,,0.0034,ID,16001,likely-r
Don,Blankenship,CST,66288,438,255,,,,0.0017,ID,16001,likely-r
Roque,De La Fuente,Ind,64542,356,213,,,,0.0014,ID,16001,likely-r
Donald,Trump,GOP,8639,1941,0,4.0,X,True,0.7506,ID,16003,likely-r
Joe,Biden,Dem,1036,591,0,,,,0.2285,ID,16003,likely-r
Jo,Jorgensen,Lib,67957,34,0,,,,0.0131,ID,16003,likely-r
Don,Blankenship,CST,66288,6,0,,,,0.0023,ID,16003,likely-r
Brock,Pierce,Ind,69341,6,0,,,,0.0023,ID,16003,likely-r
Kanye,West,Ind,69343,5,0,,,,0.0019,ID,16003,likely-r
Roque,De La Fuente,Ind,64542,3,0,,,,0.0012,ID,16003,likely-r
Donald,Trump,GOP,8639,23331,0,4.0,X,True,0.5899,ID,16005,likely-r
Joe,Biden,Dem,1036,14682,0,,,,0.3712,ID,16005,likely-r
Jo,Jorgensen,Lib,67957,947,0,,,,0.0239,ID,16005,likely-r
Brock,Pierce,Ind,69341,212,0,,,,0.0054,ID,16005,likely-r
Kanye,West,Ind,69343,205,0,,,,0.0052,ID,16005,likely-r
Roque,De La Fuente,Ind,64542,89,0,,,,0.0023,ID,16005,likely-r
Don,Blankenship,CST,66288,87,0,,,,0.0022,ID,16005,likely-r
Donald,Trump,GOP,8639,2914,0,4.0,X,True,0.879,ID,16007,likely-r
Joe,Biden,Dem,1036,350,0,,,,0.1056,ID,16007,likely-r
Jo,Jorgensen,Lib,67957,25,0,,,,0.0075,ID,16007,likely-r
Kanye,West,Ind,69343,11,0,,,,0.0033,ID,16007,likely-r
Don,Blankenship,CST,66288,8,0,,,,0.0024,ID,16007,likely-r
Roque,De La Fuente,Ind,64542,4,0,,,,0.0012,ID,16007,likely-r
Brock,Pierce,Ind,69341,3,0,,,,0.0009,ID,16007,likely-r
Donald,Trump,GOP,8639,3878,0,4.0,X,True,0.7798,ID,16009,likely-r
Joe,Biden,Dem,1036,977,0,,,,0.1965,ID,16009,likely-r
Jo,Jorgensen,Lib,67957,58,0,,,,0.0117,ID,16009,likely-r
Kanye,West,Ind,69343,28,0,,,,0.0056,ID,16009,likely-r
Brock,Pierce,Ind,69341,17,0,,,,0.0034,ID,16009,likely-r
Don,Blankenship,CST,66288,9,0,,,,0.0018,ID,16009,likely-r
Roque,De La Fuente,Ind,64542,6,0,,,,0.0012,ID,16009,likely-r
Donald,Trump,GOP,8639,15295,0,4.0,X,True,0.7649,ID,16011,likely-r
Joe,Biden,Dem,1036,4124,0,,,,0.2062,ID,16011,likely-r
Jo,Jorgensen,Lib,67957,307,0,,,,0.0154,ID,16011,likely-r
Kanye,West,Ind,69343,100,0,,,,0.005,ID,16011,likely-r
Brock,Pierce,Ind,69341,65,0,,,,0.0033,ID,16011,likely-r
Don,Blankenship,CST,66288,56,0,,,,0.0028,ID,16011,likely-r
Roque,De La Fuente,Ind,64542,49,0,,,,0.0025,ID,16011,likely-r
Joe,Biden,Dem,1036,8919,0,,,,0.6712,ID,16013,likely-r
Donald,Trump,GOP,8639,4032,0,4.0,X,True,0.3034,ID,16013,likely-r
Jo,Jorgensen,Lib,67957,168,0,,,,0.0126,ID,16013,likely-r
Kanye,West,Ind,69343,53,0,,,,0.004,ID,16013,likely-r
Don,Blankenship,CST,66288,47,0,,,,0.0035,ID,16013,likely-r
Brock,Pierce,Ind,69341,36,0,,,,0.0027,ID,16013,likely-r
Roque,De La Fuente,Ind,64542,34,0,,,,0.0026,ID,16013,likely-r
Donald,Trump,GOP,8639,3485,0,4.0,X,True,0.723,ID,16015,likely-r
Joe,Biden,Dem,1036,1204,0,,,,0.2498,ID,16015,likely-r
Jo,Jorgensen,Lib,67957,67,0,,,,0.0139,ID,16015,likely-r
Kanye,West,Ind,69343,30,0,,,,0.0062,ID,16015,likely-r
Brock,Pierce,Ind,69341,15,0,,,,0.0031,ID,16015,likely-r
Don,Blankenship,CST,66288,12,0,,,,0.0025,ID,16015,likely-r
Roque,De La Fuente,Ind,64542,7,0,,,,0.0015,ID,16015,likely-r
Donald,Trump,GOP,8639,18369,7232,4.0,X,True,0.672,ID,16017,likely-r
Joe,Biden,Dem,1036,8310,6359,,,,0.304,ID,16017,likely-r
Jo,Jorgensen,Lib,67957,401,174,,,,0.0147,ID,16017,likely-r
Kanye,West,Ind,69343,102,35,,,,0.0037,ID,16017,likely-r
Brock,Pierce,Ind,69341,60,26,,,,0.0022,ID,16017,likely-r
Don,Blankenship,CST,66288,56,31,,,,0.002,ID,16017,likely-r
Roque,De La Fuente,Ind,64542,37,14,,,,0.0014,ID,16017,likely-r
Donald,Trump,GOP,8639,37805,16804,4.0,X,True,0.7002,ID,16019,likely-r
Joe,Biden,Dem,1036,14254,10155,,,,0.264,ID,16019,likely-r
Jo,Jorgensen,Lib,67957,1288,595,,,,0.0239,ID,16019,likely-r
Kanye,West,Ind,69343,259,115,,,,0.0048,ID,16019,likely-r
Brock,Pierce,Ind,69341,186,84,,,,0.0034,ID,16019,likely-r
Don,Blankenship,CST,66288,113,53,,,,0.0021,ID,16019,likely-r
Roque,De La Fuente,Ind,64542,90,43,,,,0.0017,ID,16019,likely-r
Donald,Trump,GOP,8639,4937,0,4.0,X,True,0.782,ID,16021,likely-r
Joe,Biden,Dem,1036,1220,0,,,,0.1933,ID,16021,likely-r
Jo,Jorgensen,Lib,67957,82,0,,,,0.013,ID,16021,likely-r
Don,Blankenship,CST,66288,29,0,,,,0.0046,ID,16021,likely-r
Brock,Pierce,Ind,69341,16,0,,,,0.0025,ID,16021,likely-r
Kanye,West,Ind,69343,15,0,,,,0.0024,ID,16021,likely-r
Roque,De La Fuente,Ind,64542,14,0,,,,0.0022,ID,16021,likely-r
Donald,Trump,GOP,8639,1202,0,4.0,X,True,0.8495,ID,16023,likely-r
Joe,Biden,Dem,1036,188,0,,,,0.1329,ID,16023,likely-r
Jo,Jorgensen,Lib,67957,11,0,,,,0.0078,ID,16023,likely-r
Don,Blankenship,CST,66288,5,0,,,,0.0035,ID,16023,likely-r
Kanye,West,Ind,69343,5,0,,,,0.0035,ID,16023,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0014,ID,16023,likely-r
Brock,Pierce,Ind,69341,2,0,,,,0.0014,ID,16023,likely-r
Donald,Trump,GOP,8639,507,0,4.0,X,True,0.7522,ID,16025,likely-r
Joe,Biden,Dem,1036,149,0,,,,0.2211,ID,16025,likely-r
Jo,Jorgensen,Lib,67957,7,0,,,,0.0104,ID,16025,likely-r
Don,Blankenship,CST,66288,3,0,,,,0.0045,ID,16025,likely-r
Brock,Pierce,Ind,69341,3,0,,,,0.0045,ID,16025,likely-r
Kanye,West,Ind,69343,3,0,,,,0.0045,ID,16025,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.003,ID,16025,likely-r
Donald,Trump,GOP,8639,61759,0,4.0,X,True,0.6831,ID,16027,likely-r
Joe,Biden,Dem,1036,25881,0,,,,0.2863,ID,16027,likely-r
Jo,Jorgensen,Lib,67957,1696,0,,,,0.0188,ID,16027,likely-r
Kanye,West,Ind,69343,342,0,,,,0.0038,ID,16027,likely-r
Brock,Pierce,Ind,69341,305,0,,,,0.0034,ID,16027,likely-r
Roque,De La Fuente,Ind,64542,230,0,,,,0.0025,ID,16027,likely-r
Don,Blankenship,CST,66288,197,0,,,,0.0022,ID,16027,likely-r
Donald,Trump,GOP,8639,2906,0,4.0,X,True,0.8507,ID,16029,likely-r
Joe,Biden,Dem,1036,431,0,,,,0.1262,ID,16029,likely-r
Jo,Jorgensen,Lib,67957,41,0,,,,0.012,ID,16029,likely-r
Brock,Pierce,Ind,69341,12,0,,,,0.0035,ID,16029,likely-r
Don,Blankenship,CST,66288,11,0,,,,0.0032,ID,16029,likely-r
Kanye,West,Ind,69343,10,0,,,,0.0029,ID,16029,likely-r
Roque,De La Fuente,Ind,64542,5,0,,,,0.0015,ID,16029,likely-r
Donald,Trump,GOP,8639,7907,0,4.0,X,True,0.8212,ID,16031,likely-r
Joe,Biden,Dem,1036,1464,0,,,,0.152,ID,16031,likely-r
Jo,Jorgensen,Lib,67957,121,0,,,,0.0126,ID,16031,likely-r
Kanye,West,Ind,69343,48,0,,,,0.005,ID,16031,likely-r
Don,Blankenship,CST,66288,38,0,,,,0.0039,ID,16031,likely-r
Roque,De La Fuente,Ind,64542,26,0,,,,0.0027,ID,16031,likely-r
Brock,Pierce,Ind,69341,25,0,,,,0.0026,ID,16031,likely-r
Donald,Trump,GOP,8639,264,0,4.0,X,True,0.8489,ID,16033,likely-r
Joe,Biden,Dem,1036,41,0,,,,0.1318,ID,16033,likely-r
Jo,Jorgensen,Lib,67957,4,0,,,,0.0129,ID,16033,likely-r
Brock,Pierce,Ind,69341,1,0,,,,0.0032,ID,16033,likely-r
Kanye,West,Ind,69343,1,0,,,,0.0032,ID,16033,likely-r
Don,Blankenship,CST,66288,0,0,,,,0.0,ID,16033,likely-r
Roque,De La Fuente,Ind,64542,0,0,,,,0.0,ID,16033,likely-r
Donald,Trump,GOP,8639,3453,0,4.0,X,True,0.7814,ID,16035,likely-r
Joe,Biden,Dem,1036,877,0,,,,0.1985,ID,16035,likely-r
Jo,Jorgensen,Lib,67957,47,0,,,,0.0106,ID,16035,likely-r
Brock,Pierce,Ind,69341,16,0,,,,0.0036,ID,16035,likely-r
Kanye,West,Ind,69343,12,0,,,,0.0027,ID,16035,likely-r
Don,Blankenship,CST,66288,9,0,,,,0.002,ID,16035,likely-r
Roque,De La Fuente,Ind,64542,5,0,,,,0.0011,ID,16035,likely-r
Donald,Trump,GOP,8639,2089,0,4.0,X,True,0.7627,ID,16037,likely-r
Joe,Biden,Dem,1036,603,0,,,,0.2202,ID,16037,likely-r
Jo,Jorgensen,Lib,67957,17,0,,,,0.0062,ID,16037,likely-r
Kanye,West,Ind,69343,12,0,,,,0.0044,ID,16037,likely-r
Brock,Pierce,Ind,69341,10,0,,,,0.0037,ID,16037,likely-r
Don,Blankenship,CST,66288,6,0,,,,0.0022,ID,16037,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0007,ID,16037,likely-r
Donald,Trump,GOP,8639,7246,0,4.0,X,True,0.71,ID,16039,likely-r
Joe,Biden,Dem,1036,2601,0,,,,0.2549,ID,16039,likely-r
Jo,Jorgensen,Lib,67957,225,0,,,,0.022,ID,16039,likely-r
Kanye,West,Ind,69343,42,0,,,,0.0041,ID,16039,likely-r
Brock,Pierce,Ind,69341,39,0,,,,0.0038,ID,16039,likely-r
Roque,De La Fuente,Ind,64542,34,0,,,,0.0033,ID,16039,likely-r
Don,Blankenship,CST,66288,18,0,,,,0.0018,ID,16039,likely-r
Donald,Trump,GOP,8639,5845,0,4.0,X,True,0.8771,ID,16041,likely-r
Joe,Biden,Dem,1036,657,0,,,,0.0986,ID,16041,likely-r
Jo,Jorgensen,Lib,67957,87,0,,,,0.0131,ID,16041,likely-r
Don,Blankenship,CST,66288,28,0,,,,0.0042,ID,16041,likely-r
Brock,Pierce,Ind,69341,28,0,,,,0.0042,ID,16041,likely-r
Kanye,West,Ind,69343,12,0,,,,0.0018,ID,16041,likely-r
Roque,De La Fuente,Ind,64542,7,0,,,,0.0011,ID,16041,likely-r
Donald,Trump,GOP,8639,5548,0,4.0,X,True,0.8257,ID,16043,likely-r
Joe,Biden,Dem,1036,998,0,,,,0.1485,ID,16043,likely-r
Jo,Jorgensen,Lib,67957,88,0,,,,0.0131,ID,16043,likely-r
Kanye,West,Ind,69343,31,0,,,,0.0046,ID,16043,likely-r
Brock,Pierce,Ind,69341,24,0,,,,0.0036,ID,16043,likely-r
Don,Blankenship,CST,66288,16,0,,,,0.0024,ID,16043,likely-r
Roque,De La Fuente,Ind,64542,14,0,,,,0.0021,ID,16043,likely-r
Donald,Trump,GOP,8639,7951,0,4.0,X,True,0.7985,ID,16045,likely-r
Joe,Biden,Dem,1036,1803,0,,,,0.1811,ID,16045,likely-r
Jo,Jorgensen,Lib,67957,121,0,,,,0.0122,ID,16045,likely-r
Kanye,West,Ind,69343,30,0,,,,0.003,ID,16045,likely-r
Brock,Pierce,Ind,69341,24,0,,,,0.0024,ID,16045,likely-r
Roque,De La Fuente,Ind,64542,15,0,,,,0.0015,ID,16045,likely-r
Don,Blankenship,CST,66288,14,0,,,,0.0014,ID,16045,likely-r
Donald,Trump,GOP,8639,4659,0,4.0,X,True,0.7701,ID,16047,likely-r
Joe,Biden,Dem,1036,1256,0,,,,0.2076,ID,16047,likely-r
Jo,Jorgensen,Lib,67957,67,0,,,,0.0111,ID,16047,likely-r
Kanye,West,Ind,69343,23,0,,,,0.0038,ID,16047,likely-r
Don,Blankenship,CST,66288,16,0,,,,0.0026,ID,16047,likely-r
Brock,Pierce,Ind,69341,16,0,,,,0.0026,ID,16047,likely-r
Roque,De La Fuente,Ind,64542,13,0,,,,0.0021,ID,16047,likely-r
Donald,Trump,GOP,8639,7826,0,4.0,X,True,0.815,ID,16049,likely-r
Joe,Biden,Dem,1036,1561,0,,,,0.1626,ID,16049,likely-r
Jo,Jorgensen,Lib,67957,118,0,,,,0.0123,ID,16049,likely-r
Brock,Pierce,Ind,69341,35,0,,,,0.0036,ID,16049,likely-r
Don,Blankenship,CST,66288,25,0,,,,0.0026,ID,16049,likely-r
Kanye,West,Ind,69343,23,0,,,,0.0024,ID,16049,likely-r
Roque,De La Fuente,Ind,64542,14,0,,,,0.0015,ID,16049,likely-r
Donald,Trump,GOP,8639,12099,0,4.0,X,True,0.8537,ID,16051,likely-r
Joe,Biden,Dem,1036,1661,0,,,,0.1172,ID,16051,likely-r
Jo,Jorgensen,Lib,67957,252,0,,,,0.0178,ID,16051,likely-r
Don,Blankenship,CST,66288,50,0,,,,0.0035,ID,16051,likely-r
Kanye,West,Ind,69343,44,0,,,,0.0031,ID,16051,likely-r
Brock,Pierce,Ind,69341,41,0,,,,0.0029,ID,16051,likely-r
Roque,De La Fuente,Ind,64542,26,0,,,,0.0018,ID,16051,likely-r
Donald,Trump,GOP,8639,5734,2720,4.0,X,True,0.734,ID,16053,likely-r
Joe,Biden,Dem,1036,1893,1141,,,,0.2423,ID,16053,likely-r
Jo,Jorgensen,Lib,67957,100,36,,,,0.0128,ID,16053,likely-r
Kanye,West,Ind,69343,35,21,,,,0.0045,ID,16053,likely-r
Brock,Pierce,Ind,69341,23,16,,,,0.0029,ID,16053,likely-r
Don,Blankenship,CST,66288,17,4,,,,0.0022,ID,16053,likely-r
Roque,De La Fuente,Ind,64542,10,6,,,,0.0013,ID,16053,likely-r
Donald,Trump,GOP,8639,62837,0,4.0,X,True,0.7023,ID,16055,likely-r
Joe,Biden,Dem,1036,24312,0,,,,0.2717,ID,16055,likely-r
Jo,Jorgensen,Lib,67957,1594,0,,,,0.0178,ID,16055,likely-r
Kanye,West,Ind,69343,268,0,,,,0.003,ID,16055,likely-r
Brock,Pierce,Ind,69341,195,0,,,,0.0022,ID,16055,likely-r
Don,Blankenship,CST,66288,144,0,,,,0.0016,ID,16055,likely-r
Roque,De La Fuente,Ind,64542,117,0,,,,0.0013,ID,16055,likely-r
Joe,Biden,Dem,1036,10236,0,,,,0.4976,ID,16057,likely-r
Donald,Trump,GOP,8639,9472,0,4.0,X,True,0.4605,ID,16057,likely-r
Jo,Jorgensen,Lib,67957,608,0,,,,0.0296,ID,16057,likely-r
Kanye,West,Ind,69343,125,0,,,,0.0061,ID,16057,likely-r
Brock,Pierce,Ind,69341,54,0,,,,0.0026,ID,16057,likely-r
Don,Blankenship,CST,66288,38,0,,,,0.0018,ID,16057,likely-r
Roque,De La Fuente,Ind,64542,37,0,,,,0.0018,ID,16057,likely-r
Donald,Trump,GOP,8639,3592,0,4.0,X,True,0.7581,ID,16059,likely-r
Joe,Biden,Dem,1036,1032,0,,,,0.2178,ID,16059,likely-r
Jo,Jorgensen,Lib,67957,78,0,,,,0.0165,ID,16059,likely-r
Brock,Pierce,Ind,69341,11,0,,,,0.0023,ID,16059,likely-r
Kanye,West,Ind,69343,10,0,,,,0.0021,ID,16059,likely-r
Roque,De La Fuente,Ind,64542,8,0,,,,0.0017,ID,16059,likely-r
Don,Blankenship,CST,66288,7,0,,,,0.0015,ID,16059,likely-r
Donald,Trump,GOP,8639,1489,0,4.0,X,True,0.7963,ID,16061,likely-r
Joe,Biden,Dem,1036,349,0,,,,0.1866,ID,16061,likely-r
Jo,Jorgensen,Lib,67957,16,0,,,,0.0086,ID,16061,likely-r
Don,Blankenship,CST,66288,7,0,,,,0.0037,ID,16061,likely-r
Brock,Pierce,Ind,69341,4,0,,,,0.0021,ID,16061,likely-r
Kanye,West,Ind,69343,3,0,,,,0.0016,ID,16061,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0011,ID,16061,likely-r
Donald,Trump,GOP,8639,1469,0,4.0,X,True,0.7572,ID,16063,likely-r
Joe,Biden,Dem,1036,414,0,,,,0.2134,ID,16063,likely-r
Jo,Jorgensen,Lib,67957,21,0,,,,0.0108,ID,16063,likely-r
Kanye,West,Ind,69343,14,0,,,,0.0072,ID,16063,likely-r
Brock,Pierce,Ind,69341,12,0,,,,0.0062,ID,16063,likely-r
Don,Blankenship,CST,66288,6,0,,,,0.0031,ID,16063,likely-r
Roque,De La Fuente,Ind,64542,4,0,,,,0.0021,ID,16063,likely-r
Donald,Trump,GOP,8639,13559,0,4.0,X,True,0.7924,ID,16065,likely-r
Joe,Biden,Dem,1036,2666,0,,,,0.1558,ID,16065,likely-r
Jo,Jorgensen,Lib,67957,644,0,,,,0.0376,ID,16065,likely-r
Kanye,West,Ind,69343,75,0,,,,0.0044,ID,16065,likely-r
Don,Blankenship,CST,66288,65,0,,,,0.0038,ID,16065,likely-r
Brock,Pierce,Ind,69341,64,0,,,,0.0037,ID,16065,likely-r
Roque,De La Fuente,Ind,64542,39,0,,,,0.0023,ID,16065,likely-r
Donald,Trump,GOP,8639,6265,0,4.0,X,True,0.7838,ID,16067,likely-r
Joe,Biden,Dem,1036,1550,0,,,,0.1939,ID,16067,likely-r
Jo,Jorgensen,Lib,67957,87,0,,,,0.0109,ID,16067,likely-r
Kanye,West,Ind,69343,43,0,,,,0.0054,ID,16067,likely-r
Brock,Pierce,Ind,69341,19,0,,,,0.0024,ID,16067,likely-r
Roque,De La Fuente,Ind,64542,18,0,,,,0.0023,ID,16067,likely-r
Don,Blankenship,CST,66288,11,0,,,,0.0014,ID,16067,likely-r
Donald,Trump,GOP,8639,13738,0,4.0,X,True,0.6552,ID,16069,likely-r
Joe,Biden,Dem,1036,6686,0,,,,0.3189,ID,16069,likely-r
Jo,Jorgensen,Lib,67957,296,0,,,,0.0141,ID,16069,likely-r
Kanye,West,Ind,69343,105,0,,,,0.005,ID,16069,likely-r
Brock,Pierce,Ind,69341,67,0,,,,0.0032,ID,16069,likely-r
Don,Blankenship,CST,66288,39,0,,,,0.0019,ID,16069,likely-r
Roque,De La Fuente,Ind,64542,36,0,,,,0.0017,ID,16069,likely-r
Donald,Trump,GOP,8639,2148,0,4.0,X,True,0.8764,ID,16071,likely-r
Joe,Biden,Dem,1036,249,0,,,,0.1016,ID,16071,likely-r
Jo,Jorgensen,Lib,67957,27,0,,,,0.011,ID,16071,likely-r
Kanye,West,Ind,69343,10,0,,,,0.0041,ID,16071,likely-r
Don,Blankenship,CST,66288,9,0,,,,0.0037,ID,16071,likely-r
Brock,Pierce,Ind,69341,6,0,,,,0.0024,ID,16071,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0008,ID,16071,likely-r
Donald,Trump,GOP,8639,3819,0,4.0,X,True,0.8054,ID,16073,likely-r
Joe,Biden,Dem,1036,816,0,,,,0.1721,ID,16073,likely-r
Jo,Jorgensen,Lib,67957,57,0,,,,0.012,ID,16073,likely-r
Brock,Pierce,Ind,69341,15,0,,,,0.0032,ID,16073,likely-r
Don,Blankenship,CST,66288,14,0,,,,0.003,ID,16073,likely-r
Kanye,West,Ind,69343,12,0,,,,0.0025,ID,16073,likely-r
Roque,De La Fuente,Ind,64542,9,0,,,,0.0019,ID,16073,likely-r
Donald,Trump,GOP,8639,8862,0,4.0,X,True,0.7847,ID,16075,likely-r
Joe,Biden,Dem,1036,2161,0,,,,0.1914,ID,16075,likely-r
Jo,Jorgensen,Lib,67957,166,0,,,,0.0147,ID,16075,likely-r
Brock,Pierce,Ind,69341,35,0,,,,0.0031,ID,16075,likely-r
Kanye,West,Ind,69343,33,0,,,,0.0029,ID,16075,likely-r
Don,Blankenship,CST,66288,22,0,,,,0.0019,ID,16075,likely-r
Roque,De La Fuente,Ind,64542,14,0,,,,0.0012,ID,16075,likely-r
Donald,Trump,GOP,8639,2116,0,4.0,X,True,0.6884,ID,16077,likely-r
Joe,Biden,Dem,1036,865,0,,,,0.2814,ID,16077,likely-r
Jo,Jorgensen,Lib,67957,41,0,,,,0.0133,ID,16077,likely-r
Brock,Pierce,Ind,69341,15,0,,,,0.0049,ID,16077,likely-r
Kanye,West,Ind,69343,14,0,,,,0.0046,ID,16077,likely-r
Don,Blankenship,CST,66288,13,0,,,,0.0042,ID,16077,likely-r
Roque,De La Fuente,Ind,64542,10,0,,,,0.0033,ID,16077,likely-r
Donald,Trump,GOP,8639,4216,0,4.0,X,True,0.697,ID,16079,likely-r
Joe,Biden,Dem,1036,1693,0,,,,0.2799,ID,16079,likely-r
Jo,Jorgensen,Lib,67957,71,0,,,,0.0117,ID,16079,likely-r
Kanye,West,Ind,69343,23,0,,,,0.0038,ID,16079,likely-r
Brock,Pierce,Ind,69341,22,0,,,,0.0036,ID,16079,likely-r
Don,Blankenship,CST,66288,14,0,,,,0.0023,ID,16079,likely-r
Roque,De La Fuente,Ind,64542,10,0,,,,0.0017,ID,16079,likely-r
Joe,Biden,Dem,1036,3318,0,,,,0.5228,ID,16081,likely-r
Donald,Trump,GOP,8639,2858,0,4.0,X,True,0.4503,ID,16081,likely-r
Jo,Jorgensen,Lib,67957,109,0,,,,0.0172,ID,16081,likely-r
Kanye,West,Ind,69343,39,0,,,,0.0061,ID,16081,likely-r
Brock,Pierce,Ind,69341,17,0,,,,0.0027,ID,16081,likely-r
Roque,De La Fuente,Ind,64542,5,0,,,,0.0008,ID,16081,likely-r
